1153	0.026109
4150	0.041617
247	0.048355
4049	0.051097
251	0.054602
869	0.057575
257	0.058266
262	0.058294
208	0.060064
298	0.060155
293	0.06024
246	0.061518
200	0.065633
225	0.073168
249	0.073173
303	0.075481
212	0.07668
248	0.076986
201	0.077906
292	0.078135
237	0.079664
296	0.080732
268	0.082137
1143	0.087528
229	0.088181
314	0.094182
206	0.094481
281	0.096365
270	0.097354
228	0.097653
1209	0.099602
301	0.10203
297	0.10465
284	0.10518
299	0.10524
243	0.10556
221	0.10683
316	0.10999
224	0.11036
210	0.11042
217	0.11106
315	0.11209
300	0.11332
289	0.11345
238	0.11575
274	0.11896
313	0.12195
213	0.12282
250	0.12568
253	0.12794
219	0.12852
264	0.13602
273	0.13764
302	0.13779
338	0.13824
318	0.13926
286	0.13977
144	0.14253
1744	0.14628
260	0.14655
1307	0.15008
223	0.15177
1176	0.1522
267	0.15284
283	0.15468
205	0.15475
240	0.15673
255	0.15838
230	0.15882
209	0.1618
202	0.16392
4737	0.16418
244	0.16619
218	0.16781
271	0.16908
263	0.17269
275	0.18054
211	0.18137
239	0.18749
310	0.19424
261	0.1972
220	0.20165
311	0.20866
317	0.21043
278	0.21494
3552	0.21989
252	0.22253
234	0.22871
277	0.23065
1258	0.25648
266	0.258
245	0.27159
288	0.27207
269	0.27233
280	0.29426
307	0.30755
198	0.31108
287	0.31487
272	0.3165
5002	0.32162
290	0.32389
4290	0.32507
242	0.32912
4996	0.3346
4499	0.33546
291	0.34155
1312	0.35311
241	0.35575
1169	0.36351
1192	0.36952
294	0.38228
3259	0.38356
258	0.38517
285	0.39662
1144	0.40769
2714	0.41555
235	0.433
3304	0.44882
4441	0.45633
3174	0.45923
216	0.46997
820	0.47625
3665	0.47755
477	0.48366
2420	0.50286
1145	0.52404
4960	0.52702
226	0.52964
3281	0.53378
1138	0.53603
279	0.53723
3658	0.5424
1355	0.54334
4016	0.55135
2429	0.55462
421	0.56614
635	0.56999
2275	0.57405
775	0.58355
2546	0.59443
3395	0.59736
3272	0.59825
1152	0.59958
400	0.60024
825	0.60692
2621	0.60857
3236	0.60858
1946	0.62261
602	0.62577
628	0.62691
883	0.63392
3423	0.63571
4136	0.63577
3366	0.63589
3217	0.63696
4783	0.63908
319	0.63971
486	0.64338
945	0.64382
1097	0.64979
4907	0.65581
2656	0.65759
3233	0.66361
4829	0.66542
2458	0.66849
3504	0.66926
3608	0.66933
3800	0.67175
3600	0.6753
3391	0.67851
1161	0.68485
3918	0.68524
4294	0.68545
1411	0.68755
762	0.69186
4592	0.6934
2795	0.69352
1754	0.6956
1416	0.69639
3450	0.69676
4792	0.69729
2586	0.70038
2038	0.7021
4060	0.70599
2409	0.70889
2259	0.70949
3863	0.70968
3204	0.71032
3783	0.71308
1789	0.71387
492	0.71586
4396	0.72057
2668	0.72201
4030	0.72541
4688	0.72547
2371	0.7264
4677	0.72646
2019	0.72736
4055	0.72808
2738	0.72888
3238	0.73005
3952	0.73052
4428	0.73062
1420	0.73138
4920	0.73422
1054	0.7351
2036	0.7356
2065	0.73673
1620	0.73841
3495	0.74138
3372	0.74145
2896	0.74212
4478	0.74495
4973	0.746
327	0.74675
2316	0.74831
2052	0.74912
2778	0.74932
3865	0.7494
3046	0.74958
4971	0.75048
2391	0.75077
911	0.75079
3987	0.75095
2017	0.7525
4742	0.75405
1148	0.75554
3681	0.75559
1726	0.75688
796	0.75777
634	0.75863
3886	0.75865
1262	0.75889
1424	0.75943
2975	0.75992
2021	0.76107
4914	0.7619
1882	0.76331
4860	0.76347
3515	0.76421
4105	0.76439
3720	0.76573
1802	0.76658
4520	0.77145
2922	0.7725
2060	0.77325
4730	0.77378
3104	0.77466
674	0.77553
1954	0.7768
1699	0.77741
768	0.77847
2993	0.77851
3327	0.77926
3360	0.78113
1133	0.78276
4305	0.78309
3652	0.78318
3541	0.7836
4703	0.78377
2654	0.78393
3725	0.78411
58	0.7844
1015	0.78445
4620	0.78494
195	0.785
1404	0.78523
3794	0.78534
4649	0.7857
4137	0.78637
4778	0.78713
3251	0.7875
3773	0.78793
4668	0.78987
4481	0.79013
3520	0.79062
1465	0.7908
5028	0.79093
4916	0.79108
1260	0.79159
450	0.79196
1331	0.79304
2097	0.79353
1451	0.79399
4665	0.79438
1635	0.7945
1181	0.79566
3375	0.79721
2294	0.79765
4756	0.7983
3941	0.79839
3300	0.79917
1104	0.79933
2087	0.80009
381	0.80029
2344	0.80053
1223	0.80209
1883	0.80279
157	0.80301
1157	0.80325
4545	0.80388
420	0.80457
1004	0.80467
1027	0.80475
1902	0.80648
3211	0.8067
2961	0.80768
4894	0.80771
2935	0.80812
568	0.8083
3096	0.80862
926	0.80911
3947	0.80965
3273	0.80973
4220	0.80981
358	0.81016
732	0.81067
4163	0.81176
3385	0.81184
3775	0.81337
4526	0.81347
3338	0.81348
2967	0.81383
1212	0.81403
1432	0.81452
1345	0.81495
1515	0.81586
1414	0.81624
156	0.81658
1211	0.81658
1633	0.81712
1648	0.81741
320	0.81771
3547	0.81884
3893	0.81992
2462	0.82019
3675	0.82102
527	0.82104
3679	0.82137
1294	0.82152
2562	0.82199
4281	0.82267
1949	0.82273
1601	0.82277
3301	0.82344
4585	0.82431
5000	0.82545
7	0.82577
2183	0.82612
2722	0.82641
336	0.82679
4589	0.82696
4537	0.82718
4760	0.82753
3223	0.82756
4506	0.82774
2399	0.8279
2547	0.82839
1503	0.82902
136	0.82908
181	0.83052
1588	0.83178
2387	0.83212
